relative_filepath,class_index,class_name
train/郁金/Yujin89.jpg,78,郁金
train/桂枝/GuizhiGuizhiGuizhiGuizhi_42.jpg,27,桂枝
train/僵蚕/Jiangcan16.jpg,4,僵蚕
train/土荆皮/Tujingpi28.jpg,10,土荆皮
train/荜拨/BiboBiboBibo28.jpg,66,荜拨
train/地龙/DilongDilong81.jpg,11,地龙
train/合欢皮/HehuanpiHehuanpi86.jpg,9,合欢皮
train/荔枝核/Lizhihe99.jpg,65,荔枝核
train/黄芪/HuangqiHuangqi50.jpg,91,黄芪
train/全蝎/Quanxie15.jpg,5,全蝎
train/山慈菇/Shancigu4.jpg,18,山慈菇
train/羌活/QianghuoQianghuoQianghuoQianghuo_21.jpg,55,羌活
train/芥子/Jiezi115.jpg,58,芥子
train/甘松/GansongGansong101.jpg,40,甘松
train/白茅根/BaimaogenBaimaogenBaimaogen80.jpg,48,白茅根
train/荜澄茄/BichengqieBichengqieBichengqie23.jpg,67,荜澄茄
train/沉香/ChenxiangChenxiang117.jpg,33,沉香
train/瓦楞子/Walengzi86.jpg,39,瓦楞子
train/川楝子/ChuanlianziChuanlianzi63.jpg,21,川楝子
train/荆芥穗/Jingjiesui37.jpg,63,荆芥穗
train/甘草/GancaoGancaoGancaoGancao_15.jpg,41,甘草
train/淡豆豉/DandouchiDandouchi57.jpg,36,淡豆豉
train/路路通/Lulutong91.jpg,77,路路通
train/瓦楞子/Walengzi66.jpg,39,瓦楞子
train/瓦楞子/Walengzi56.jpg,39,瓦楞子
train/芥子/Jiezi9.jpg,58,芥子
train/银柴胡/Yinchaihu84.jpg,83,银柴胡
train/白扁豆/BaibiandouBaibiandouBaibiandou70.jpg,44,白扁豆
train/白蔹/BailianBailianBailian119.jpg,49,白蔹
train/草豆蔻/CaodoukouCaodoukouCaodoukou42.jpg,64,草豆蔻
train/山茱萸/Shanzhuyu100.jpg,19,山茱萸
train/川楝子/ChuanlianziChuanlianzi38.jpg,21,川楝子
train/金果榄/Jinguolan93.jpg,80,金果榄
train/谷芽/GuyaGuya103.jpg,76,谷芽
train/全蝎/Quanxie118.jpg,5,全蝎
train/白蔹/BailianBailianBailian55.jpg,49,白蔹
train/苦地丁/Kudiding22.jpg,62,苦地丁
train/干姜/GanjiangGanjiang53.jpg,23,干姜
train/瓦楞子/Walengzi9.jpg,39,瓦楞子
train/芦根/Lugen22.jpg,59,芦根
train/淡豆豉/DandouchiDandouchi54.jpg,36,淡豆豉
train/灵芝/Lingzhi13.jpg,38,灵芝
train/北沙参/BeishashenBeishashenBeishashen99.jpg,7,北沙参
train/槟榔/BinglangBinglangBinglangBinglang_67.jpg,31,槟榔
train/桑椹/Sangshen62.jpg,29,桑椹
train/薏苡仁/Yiyiren76.jpg,72,薏苡仁
train/麦冬/Maidong76.jpg,88,麦冬
train/地龙/DilongDilong46.jpg,11,地龙
train/羌活/QianghuoQianghuoQianghuoQianghuo_64.jpg,55,羌活
train/荔枝核/Lizhihe8.jpg,65,荔枝核
train/丝瓜络/Sigualuo62.jpg,0,丝瓜络
train/黄柏/HuangboHuangboHuangboHuangbo_52.jpg,89,黄柏
train/薏苡仁/Yiyiren16.jpg,72,薏苡仁
train/莲子/Lianzi63.jpg,69,莲子
train/甘松/GansongGansong44.jpg,40,甘松
train/龙眼肉/Longyanrou60.jpg,92,龙眼肉
train/大腹皮/DafupiDafupi65.jpg,12,大腹皮
train/山慈菇/Shancigu72.jpg,18,山慈菇
train/冬虫夏草/DongchongxiacaoDongchongxiacao49.jpg,6,冬虫夏草
train/木丁香/Mudingxiang54.jpg,24,木丁香
train/沉香/ChenxiangChenxiang118.jpg,33,沉香
train/金果榄/Jinguolan96.jpg,80,金果榄
train/枸杞子/GouqiziGouqizi51.jpg,25,枸杞子
train/淡豆豉/DandouchiDandouchi53.jpg,36,淡豆豉
train/草豆蔻/CaodoukouCaodoukouCaodoukou33.jpg,64,草豆蔻
train/灵芝/Lingzhi78.jpg,38,灵芝
train/大腹皮/DafupiDafupi26.jpg,12,大腹皮
train/人参/Renshen10.jpg,3,人参
train/桑螵蛸/Sangpiaoxiao12.jpg,30,桑螵蛸
train/大腹皮/DafupiDafupi66.jpg,12,大腹皮
train/荆芥穗/Jingjiesui40.jpg,63,荆芥穗
train/细辛/XixinXixinXixinXixin_31.jpg,54,细辛
train/莲子心/Lianzixin95.jpg,70,莲子心
train/金果榄/Jinguolan26.jpg,80,金果榄
train/五加皮/WujiapiWujiapiWujiapiWujiapi_23.jpg,2,五加皮
train/安息香/AnxixiangAnxixiangAnxixiang118.jpg,16,安息香
train/白茅根/BaimaogenBaimaogenBaimaogen54.jpg,48,白茅根
train/谷芽/GuyaGuya82.jpg,76,谷芽
train/莱菔子/Laifuzi69.jpg,68,莱菔子
train/苍术/CangzhuCangzhuCangzhuCangzhu_13.jpg,60,苍术
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenSuanzaoren_36.jpg,79,酸枣仁
train/合欢皮/HehuanpiHehuanpi83.jpg,9,合欢皮
train/山奈/Shannai66.jpg,17,山奈
train/防风/FangfengFangfengFangfengFangfeng_56.jpg,84,防风
train/桑椹/Sangshen109.jpg,29,桑椹
train/土荆皮/Tujingpi84.jpg,10,土荆皮
train/海螵蛸/HaipiaoxiaoHaipiaoxiao107.jpg,35,海螵蛸
train/太子参/Taizishen37.jpg,15,太子参
train/丝瓜络/Sigualuo107.jpg,0,丝瓜络
train/苏木/Sumu22.jpg,61,苏木
train/芦根/Lugen3.jpg,59,芦根
train/白蔹/BailianBailianBailian116.jpg,49,白蔹
train/冬虫夏草/DongchongxiacaoDongchongxiacao108.jpg,6,冬虫夏草
train/柏子仁/BaizirenBaizirenBaiziren92.jpg,26,柏子仁
train/湖北贝母/Hubeibeimu70.jpg,37,湖北贝母
train/甘草/GancaoGancaoGancaoGancao_39.jpg,41,甘草
train/土荆皮/Tujingpi6.jpg,10,土荆皮
train/浙贝母/ZhebeimuZhebeimuZhebeimuZhebeimu_49.jpg,34,浙贝母
train/白矾/BaifanBaifanBaifan106.jpg,45,白矾
train/芦根/Lugen2.jpg,59,芦根
train/千年健/Qiannianjian60.jpg,8,千年健
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenSuanzaoren_29.jpg,79,酸枣仁
train/天花粉/Tianhuafen80.jpg,13,天花粉
train/人参/Renshen55.jpg,3,人参
train/海螵蛸/HaipiaoxiaoHaipiaoxiao102.jpg,35,海螵蛸
train/土荆皮/Tujingpi53.jpg,10,土荆皮
train/湖北贝母/Hubeibeimu106.jpg,37,湖北贝母
train/白茅根/BaimaogenBaimaogenBaimaogen29.jpg,48,白茅根
train/干姜/GanjiangGanjiang86.jpg,23,干姜
train/荆芥穗/Jingjiesui61.jpg,63,荆芥穗
train/山茱萸/Shanzhuyu69.jpg,19,山茱萸
train/银柴胡/Yinchaihu104.jpg,83,银柴胡
train/番泻叶/FanxieyeFanxieye91.jpg,42,番泻叶
train/鳖甲/BiejiaBiejiaBiejia90.jpg,85,鳖甲
train/苦地丁/Kudiding45.jpg,62,苦地丁
train/莲子/Lianzi14.jpg,69,莲子
train/鸡内金/Jineijin81.jpg,86,鸡内金
train/稻芽/DaoyaDaoya71.jpg,52,稻芽
train/枸杞子/GouqiziGouqizi30.jpg,25,枸杞子
train/浙贝母/ZhebeimuZhebeimuZhebeimuZhebeimu_27.jpg,34,浙贝母
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenIMG_20200722_165613.jpg,79,酸枣仁
train/人参/Renshen43.jpg,3,人参
train/海螵蛸/HaipiaoxiaoHaipiaoxiao43.jpg,35,海螵蛸
train/海螵蛸/HaipiaoxiaoHaipiaoxiao84.jpg,35,海螵蛸
train/丝瓜络/Sigualuo84.jpg,0,丝瓜络
train/麦冬/Maidong73.jpg,88,麦冬
train/鸡冠花/Jiguanhua78.jpg,87,鸡冠花
train/桑螵蛸/Sangpiaoxiao6.jpg,30,桑螵蛸
train/山茱萸/Shanzhuyu92.jpg,19,山茱萸
train/僵蚕/Jiangcan17.jpg,4,僵蚕
train/沉香/ChenxiangChenxiang29.jpg,33,沉香
train/沉香/ChenxiangChenxiang111.jpg,33,沉香
train/鳖甲/BiejiaBiejiaBiejia104.jpg,85,鳖甲
train/白茅根/BaimaogenBaimaogenBaimaogen35.jpg,48,白茅根
train/枸杞子/GouqiziGouqizi97.jpg,25,枸杞子
train/薏苡仁/Yiyiren8.jpg,72,薏苡仁
train/白矾/BaifanBaifanBaifan39.jpg,45,白矾
train/麦冬/Maidong112.jpg,88,麦冬
train/谷芽/GuyaGuya52.jpg,76,谷芽
train/藁本/GaobenGaobenGaobenIMG_20200720_174348_1.jpg,73,藁本
train/天麻/Tianma107.jpg,14,天麻
train/橘核/Juhe79.jpg,32,橘核
train/自然铜/Zirantong59.jpg,57,自然铜
train/桑寄生/SangjishengSangjishengSangjishengSangjisheng_10.jpg,28,桑寄生
train/海螵蛸/HaipiaoxiaoHaipiaoxiao90.jpg,35,海螵蛸
train/湖北贝母/Hubeibeimu94.jpg,37,湖北贝母
train/石榴皮/Shiliupi33.jpg,50,石榴皮
train/合欢皮/HehuanpiHehuanpi24.jpg,9,合欢皮
train/湖北贝母/Hubeibeimu38.jpg,37,湖北贝母
train/甘松/GansongGansong98.jpg,40,甘松
train/鸡内金/Jineijin29.jpg,86,鸡内金
train/橘核/Juhe82.jpg,32,橘核
train/苏木/Sumu51.jpg,61,苏木
train/稻芽/DaoyaDaoya31.jpg,52,稻芽
train/草豆蔻/CaodoukouCaodoukouCaodoukou119.jpg,64,草豆蔻
train/白芍/BaishaoBaishaoBaishaoBaishao_34.jpg,46,白芍
train/五加皮/WujiapiWujiapiWujiapiWujiapi_67.jpg,2,五加皮
train/草豆蔻/CaodoukouCaodoukouCaodoukou35.jpg,64,草豆蔻
train/金果榄/Jinguolan28.jpg,80,金果榄
train/谷精草/GujingcaoGujingcao60.jpg,75,谷精草
train/芦根/Lugen90.jpg,59,芦根
train/荜澄茄/BichengqieBichengqieBichengqie21.jpg,67,荜澄茄
train/秦皮/Qinpi71.jpg,51,秦皮
train/北沙参/BeishashenBeishashenBeishashen72.jpg,7,北沙参
train/甘草/GancaoGancaoGancaoGancao_81.jpg,41,甘草
train/荜澄茄/BichengqieBichengqieBichengqie34.jpg,67,荜澄茄
train/黄芪/HuangqiHuangqi54.jpg,91,黄芪
train/稻芽/DaoyaDaoya77.jpg,52,稻芽
train/番泻叶/FanxieyeFanxieye102.jpg,42,番泻叶
train/谷芽/GuyaGuya57.jpg,76,谷芽
train/冬虫夏草/DongchongxiacaoDongchongxiacao63.jpg,6,冬虫夏草
train/合欢皮/HehuanpiHehuanpi55.jpg,9,合欢皮
train/丝瓜络/Sigualuo24.jpg,0,丝瓜络
train/金钱白花蛇/Jinqianbaihuashe23.jpg,82,金钱白花蛇
train/荆芥穗/Jingjiesui69.jpg,63,荆芥穗
train/木丁香/Mudingxiang98.jpg,24,木丁香
train/肉豆蔻/Roudoukou35.jpg,56,肉豆蔻
train/莱菔子/Laifuzi77.jpg,68,莱菔子
train/鸡内金/Jineijin119.jpg,86,鸡内金
train/路路通/Lulutong37.jpg,77,路路通
train/川楝子/ChuanlianziChuanlianzi113.jpg,21,川楝子
train/五加皮/WujiapiWujiapiWujiapiIMG_20200722_170018.jpg,2,五加皮
train/川楝子/ChuanlianziChuanlianzi29.jpg,21,川楝子
train/桑寄生/SangjishengSangjishengSangjishengIMG_20200724_180442.jpg,28,桑寄生
train/白扁豆/BaibiandouBaibiandouBaibiandou56.jpg,44,白扁豆
train/鸡内金/Jineijin82.jpg,86,鸡内金
train/枸杞子/GouqiziGouqizi58.jpg,25,枸杞子
train/自然铜/Zirantong4.jpg,57,自然铜
train/冬虫夏草/DongchongxiacaoDongchongxiacao77.jpg,6,冬虫夏草
train/黄芪/HuangqiHuangqi31.jpg,91,黄芪
train/防风/FangfengFangfengFangfengIMG_20200720_174556.jpg,84,防风
train/白茅根/BaimaogenBaimaogenBaimaogen68.jpg,48,白茅根
train/白蔹/BailianBailianBailian68.jpg,49,白蔹
train/稻芽/DaoyaDaoya58.jpg,52,稻芽
train/金钱白花蛇/Jinqianbaihuashe40.jpg,82,金钱白花蛇
train/甘松/GansongGansong88.jpg,40,甘松
train/龙眼肉/Longyanrou43.jpg,92,龙眼肉
train/湖北贝母/Hubeibeimu89.jpg,37,湖北贝母
train/莲房/Lianfang11.jpg,71,莲房
train/橘核/Juhe31.jpg,32,橘核
train/山奈/Shannai70.jpg,17,山奈
train/白前/BaiqianBaiqianBaiqian30.jpg,43,白前
train/莲子/Lianzi62.jpg,69,莲子
train/羌活/QianghuoQianghuoQianghuoQianghuo_32.jpg,55,羌活
train/鸡冠花/Jiguanhua113.jpg,87,鸡冠花
train/薏苡仁/Yiyiren12.jpg,72,薏苡仁
train/草豆蔻/CaodoukouCaodoukouCaodoukou44.jpg,64,草豆蔻
train/石榴皮/Shiliupi37.jpg,50,石榴皮
train/鸡冠花/Jiguanhua7.jpg,87,鸡冠花
train/草豆蔻/CaodoukouCaodoukouCaodoukou71.jpg,64,草豆蔻
train/白茅根/BaimaogenBaimaogenBaimaogen53.jpg,48,白茅根
train/淡豆豉/DandouchiDandouchi64.jpg,36,淡豆豉
train/莱菔子/Laifuzi57.jpg,68,莱菔子
train/川木香/ChuanmuxiangChuanmuxiang89.jpg,20,川木香
train/苏木/Sumu38.jpg,61,苏木
train/枸杞子/GouqiziGouqizi67.jpg,25,枸杞子
train/细辛/XixinXixinXixinXixin_63.jpg,54,细辛
train/黄柏/HuangboHuangboHuangboHuangbo_76.jpg,89,黄柏
train/淡豆豉/DandouchiDandouchi84.jpg,36,淡豆豉
train/甘草/GancaoGancaoGancaoIMG_20200719_172721.jpg,41,甘草
train/甘松/GansongGansong77.jpg,40,甘松
train/人参/Renshen78.jpg,3,人参
train/太子参/Taizishen72.jpg,15,太子参
train/肉豆蔻/Roudoukou60.jpg,56,肉豆蔻
train/鳖甲/BiejiaBiejiaBiejia58.jpg,85,鳖甲
train/路路通/Lulutong1.jpg,77,路路通
train/沉香/ChenxiangChenxiang79.jpg,33,沉香
train/黄柏/HuangboHuangboHuangboIMG_20200724_175607.jpg,89,黄柏
train/芦根/Lugen63.jpg,59,芦根
train/甘松/GansongGansong81.jpg,40,甘松
train/秦皮/Qinpi38.jpg,51,秦皮
train/苍术/CangzhuCangzhuCangzhuCangzhu_25.jpg,60,苍术
train/麦冬/Maidong77.jpg,88,麦冬
train/黄芩/HuangqinHuangqinHuangqinHuangqin_23.jpg,90,黄芩
train/黄芩/HuangqinHuangqinHuangqinHuangqin_65.jpg,90,黄芩
train/土荆皮/Tujingpi50.jpg,10,土荆皮
train/安息香/AnxixiangAnxixiangAnxixiang56.jpg,16,安息香
train/川楝子/ChuanlianziChuanlianzi27.jpg,21,川楝子
train/藁本/GaobenGaobenGaobenGaoben_53.jpg,73,藁本
train/甘草/GancaoGancaoGancaoGancao_20.jpg,41,甘草
train/湖北贝母/Hubeibeimu91.jpg,37,湖北贝母
train/细辛/XixinXixinXixinXixin_39.jpg,54,细辛
train/竹茹/Zhuru12.jpg,53,竹茹
train/天麻/Tianma89.jpg,14,天麻
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenSuanzaoren_66.jpg,79,酸枣仁
train/天花粉/Tianhuafen18.jpg,13,天花粉
train/川楝子/ChuanlianziChuanlianzi26.jpg,21,川楝子
train/安息香/AnxixiangAnxixiangAnxixiang43.jpg,16,安息香
train/细辛/XixinXixinXixinIMG_20200720_170914.jpg,54,细辛
train/桂枝/GuizhiGuizhiGuizhiGuizhi_96.jpg,27,桂枝
train/甘草/GancaoGancaoGancaoGancao_65.jpg,41,甘草
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenSuanzaoren_43.jpg,79,酸枣仁
train/桑寄生/SangjishengSangjishengSangjishengSangjisheng_53.jpg,28,桑寄生
train/莲子/Lianzi4.jpg,69,莲子
train/川牛膝/ChuanniuxiChuanniuxi91.jpg,22,川牛膝
train/郁金/Yujin93.jpg,78,郁金
train/草豆蔻/CaodoukouCaodoukouCaodoukou103.jpg,64,草豆蔻
train/人参/Renshen26.jpg,3,人参
train/天麻/Tianma52.jpg,14,天麻
train/沉香/ChenxiangChenxiang36.jpg,33,沉香
train/白蔹/BailianBailianBailian22.jpg,49,白蔹
train/路路通/Lulutong41.jpg,77,路路通
train/白芍/BaishaoBaishaoBaishaoBaishao_10.jpg,46,白芍
train/白芍/BaishaoBaishaoBaishaoBaishao_44.jpg,46,白芍
train/金果榄/Jinguolan35.jpg,80,金果榄
train/苍术/CangzhuCangzhuCangzhuCangzhu_20.jpg,60,苍术
train/黄芩/HuangqinHuangqinHuangqinHuangqin_48.jpg,90,黄芩
train/桑寄生/SangjishengSangjishengSangjishengIMG_20200724_180440.jpg,28,桑寄生
train/黄柏/HuangboHuangboHuangboHuangbo_50.jpg,89,黄柏
train/白前/BaiqianBaiqianBaiqian59.jpg,43,白前
train/防风/FangfengFangfengFangfengFangfeng_28.jpg,84,防风
train/合欢皮/HehuanpiHehuanpi27.jpg,9,合欢皮
train/黄芩/HuangqinHuangqinHuangqinHuangqin_64.jpg,90,黄芩
train/土荆皮/Tujingpi2.jpg,10,土荆皮
train/人参/Renshen18.jpg,3,人参
train/木丁香/Mudingxiang48.jpg,24,木丁香
train/藁本/GaobenGaobenGaobenGaoben_69.jpg,73,藁本
train/白茅根/BaimaogenBaimaogenBaimaogen23.jpg,48,白茅根
train/蜂房/FengfangFengfang85.jpg,74,蜂房
train/白扁豆/BaibiandouBaibiandouBaibiandou64.jpg,44,白扁豆
train/全蝎/Quanxie112.jpg,5,全蝎
train/秦皮/Qinpi57.jpg,51,秦皮
train/莲子心/Lianzixin6.jpg,70,莲子心
train/羌活/QianghuoQianghuoQianghuoIMG_20200719_173014_2.jpg,55,羌活
train/山茱萸/Shanzhuyu70.jpg,19,山茱萸
train/龙眼肉/Longyanrou42.jpg,92,龙眼肉
train/金果榄/Jinguolan94.jpg,80,金果榄
train/芥子/Jiezi65.jpg,58,芥子
train/酸枣仁/SuanzaorenSuanzaorenSuanzaorenSuanzaoren_34.jpg,79,酸枣仁
train/川牛膝/ChuanniuxiChuanniuxi80.jpg,22,川牛膝
train/桑螵蛸/Sangpiaoxiao98.jpg,30,桑螵蛸
train/肉豆蔻/Roudoukou10.jpg,56,肉豆蔻
train/荔枝核/Lizhihe51.jpg,65,荔枝核
train/川木香/ChuanmuxiangChuanmuxiang109.jpg,20,川木香
train/金果榄/Jinguolan81.jpg,80,金果榄
train/白前/BaiqianBaiqianBaiqian82.jpg,43,白前
train/淡豆豉/DandouchiDandouchi35.jpg,36,淡豆豉
train/苍术/CangzhuCangzhuCangzhuIMG_20200720_165906.jpg,60,苍术
train/安息香/AnxixiangAnxixiangAnxixiang48.jpg,16,安息香
train/黄芩/HuangqinHuangqinHuangqinHuangqin_37.jpg,90,黄芩
train/白前/BaiqianBaiqianBaiqian60.jpg,43,白前
train/芥子/Jiezi103.jpg,58,芥子
train/秦皮/Qinpi110.jpg,51,秦皮
train/瓦楞子/Walengzi14.jpg,39,瓦楞子
train/荆芥穗/Jingjiesui25.jpg,63,荆芥穗
train/全蝎/Quanxie19.jpg,5,全蝎
train/藁本/GaobenGaobenGaobenGaoben_56.jpg,73,藁本
train/鸡内金/Jineijin51.jpg,86,鸡内金
train/番泻叶/FanxieyeFanxieye85.jpg,42,番泻叶
train/灵芝/Lingzhi95.jpg,38,灵芝
train/山奈/Shannai73.jpg,17,山奈
train/桑螵蛸/Sangpiaoxiao85.jpg,30,桑螵蛸
train/天花粉/Tianhuafen44.jpg,13,天花粉
train/白扁豆/BaibiandouBaibiandouBaibiandou29.jpg,44,白扁豆
train/全蝎/Quanxie20.jpg,5,全蝎
train/僵蚕/Jiangcan85.jpg,4,僵蚕
train/郁金/Yujin42.jpg,78,郁金
train/五加皮/WujiapiWujiapiWujiapiWujiapi_70.jpg,2,五加皮
train/鳖甲/BiejiaBiejiaBiejia99.jpg,85,鳖甲
train/莲子心/Lianzixin17.jpg,70,莲子心
train/九香虫/Jiuxiangchong24.jpg,1,九香虫
train/防风/FangfengFangfengFangfengFangfeng_8.jpg,84,防风
train/莱菔子/Laifuzi60.jpg,68,莱菔子
train/荔枝核/Lizhihe27.jpg,65,荔枝核
train/太子参/Taizishen92.jpg,15,太子参
train/安息香/AnxixiangAnxixiangAnxixiang38.jpg,16,安息香
train/桂枝/GuizhiGuizhiGuizhiIMG_20200719_174735.jpg,27,桂枝
train/浙贝母/ZhebeimuZhebeimuZhebeimuIMG_20200722_171147.jpg,34,浙贝母
train/郁金/Yujin90.jpg,78,郁金
train/黄芪/HuangqiHuangqi107.jpg,91,黄芪
train/蜂房/FengfangFengfang34.jpg,74,蜂房
train/谷精草/GujingcaoGujingcao85.jpg,75,谷精草
train/人参/Renshen116.jpg,3,人参
train/荜拨/BiboBiboBibo62.jpg,66,荜拨
train/谷芽/GuyaGuya107.jpg,76,谷芽
train/柏子仁/BaizirenBaizirenBaiziren39.jpg,26,柏子仁
train/槟榔/BinglangBinglangBinglangBinglang_68.jpg,31,槟榔
train/土荆皮/Tujingpi3.jpg,10,土荆皮
train/芦根/Lugen103.jpg,59,芦根
train/太子参/Taizishen86.jpg,15,太子参
train/干姜/GanjiangGanjiang54.jpg,23,干姜
train/郁金/Yujin80.jpg,78,郁金
train/山奈/Shannai47.jpg,17,山奈
train/苏木/Sumu8.jpg,61,苏木
train/苍术/CangzhuCangzhuCangzhuCangzhu_53.jpg,60,苍术
train/干姜/GanjiangGanjiang104.jpg,23,干姜
train/金灯笼/Jindenglong54.jpg,81,金灯笼
train/荔枝核/Lizhihe23.jpg,65,荔枝核
train/橘核/Juhe44.jpg,32,橘核
train/海螵蛸/HaipiaoxiaoHaipiaoxiao21.jpg,35,海螵蛸
train/木丁香/Mudingxiang113.jpg,24,木丁香
train/川楝子/ChuanlianziChuanlianzi87.jpg,21,川楝子
train/黄芪/HuangqiHuangqi36.jpg,91,黄芪
train/枸杞子/GouqiziGouqizi60.jpg,25,枸杞子
train/芦根/Lugen48.jpg,59,芦根
train/槟榔/BinglangBinglangBinglangIMG_20200719_180520.jpg,31,槟榔
train/鸡冠花/Jiguanhua105.jpg,87,鸡冠花
train/橘核/Juhe37.jpg,32,橘核
train/天花粉/Tianhuafen30.jpg,13,天花粉
train/郁金/Yujin78.jpg,78,郁金
